image_name	molecule_id	particle_id	atom_id	branch	measured_value	signature
page-003.jpg	img3-m1	img3-m1-p5	994	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m10	img3-m10-p1	1217	has_prior:g:1	e:1	e:1 a:1 m:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m100	img3-m100-p1	3156	has_prior:g:1	e:1	e:1 a:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m103	img3-m103-p2	3150	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m103	img3-m103-p3	3152	has_prior:g:1	e:1	e:1 a:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m104	img3-m104-p1	3165	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m105	img3-m105-p1	3158	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m106	img3-m106-p2	3161	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m107	img3-m107-p1	3167	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m108	img3-m108-p1	3169	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m109	img3-m109-p3	3237	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m11	img3-m11-p1	1263	has_prior:g:1	e:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m110	img3-m110-p2	3241	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m111	img3-m111-p2	3250	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m113	img3-m113-p1	3231	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m114	img3-m114-p1	3233	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m115	img3-m115-p2	3229	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m116	img3-m116-p2	3248	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m117	img3-m117-p1	3244	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m118	img3-m118-p3	3324	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m119	img3-m119-p1	3311	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m120	img3-m120-p1	3331	has_prior:g:1	e:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m123	img3-m123-p2	3309	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m124	img3-m124-p1	3315	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m125	img3-m125-p2	3319	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m126	img3-m126-p1	3412	has_prior:g:1	e:1	e:1 a:1 m:1 c:1 a:1 b:1 d:1 g:1 e:1
page-003.jpg	img3-m127	img3-m127-p5	3408	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m128	img3-m128-p1	3421	has_prior:g:1	e:1	e:1 a:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m13	img3-m13-p1	1036	has_prior:g:1	e:1	e:1 a:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m130	img3-m130-p2	3404	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m131	img3-m131-p2	3402	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m134	img3-m134-p1	3514	has_prior:g:1	e:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m135	img3-m135-p2	3494	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m136	img3-m136-p2	3508	has_prior:g:1	c:2	c:2 g:1 e:1
page-003.jpg	img3-m137	img3-m137-p2	3497	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m137	img3-m137-p3	3499	has_prior:g:1	e:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m138	img3-m138-p5	3504	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m139	img3-m139-p4	3521	has_prior:g:1	e:1	e:1 a:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m14	img3-m14-p2	1199	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m140	img3-m140-p1	3533	has_prior:g:1	e:1	e:1 a:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m142	img3-m142-p2	3523	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m143	img3-m143-p1	3527	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m144	img3-m144-p1	3525	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m147	img3-m147-p1	3711	has_prior:g:1	e:1	e:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 g:1 e:1
page-003.jpg	img3-m148	img3-m148-p3	3726	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m150	img3-m150-p2	3714	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m151	img3-m151-p2	3718	has_prior:g:1	c:2	c:2 g:1 e:1
page-003.jpg	img3-m151	img3-m151-p5	3720	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m152	img3-m152-p1	3724	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m153	img3-m153-p2	3732	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m155	img3-m155-p1	3742	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m156	img3-m156-p1	3821	has_prior:g:1	e:1	e:1 a:1 m:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m161	img3-m161-p1	3837	has_prior:g:1	e:1	e:1 a:1 m:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m162	img3-m162-p1	3817	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m164	img3-m164-p2	3826	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m165	img3-m165-p2	3833	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m167	img3-m167-p1	3916	has_prior:g:1	e:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m168	img3-m168-p1	3906	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m169	img3-m169-p1	3921	has_prior:g:1	e:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m17	img3-m17-p1	1179	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m172	img3-m172-p2	3909	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m177	img3-m177-p2	4003	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m178	img3-m178-p4	4021	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m181	img3-m181-p3	4014	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m182	img3-m182-p1	4117	has_prior:g:1	a:1	a:1 b:1 c:1 a:1 c:2 g:1 e:1
page-003.jpg	img3-m182	img3-m182-p3	4119	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m183	img3-m183-p1	4122	has_prior:g:1	e:1	e:1 a:1 m:1 c:1 a:1 g:1 e:1
page-003.jpg	img3-m184	img3-m184-p2	4019	has_prior:g:1	e:1	e:1 g:1 e:1
page-003.jpg	img3-m185	img3-m185-p2	4111	has_prior:g:1	e:1	e:1 g:1 e:1
